id,text
36,"+Vị trí siêu đẹp, mặt phố Lô góc 3 mặt thoáng, vỉa hè rộng xe máy để thoải mái. Khu vực kinh doanh rất sầm uất.
+Xung quanh tiện ích ngập tràn gần trường, chợ, bệnh viện gì cũng có.
+Nhà xây dựng 6 tầng thang máy hiện đại, phòng nào cũng có cửa sổ, ban công cho nên thoáng sáng cả ngày.
Thiết kế :
Tầng 1: Kinh doanh, gara ô tô + 1 phòng + WC.
Tầng 2,3,4: Tổng 6 phòng ngủ + WC.
Tầng 5: Phòng ăn.
Tầng 6 : Phòng thờ + sân phơi.
+ Sổ đỏ vuông viên gạch, sẵn sàng giao dịch.
+Giá rất tốt chỉ 16 tỷ - Có gia lộc.
+Để được dẫn xem nhà các B Liên hệ : Ms Dung- Chuyên môi giớI nhà đất thổ cư - nhà mặt phố Hà Nội hỗ trợ thủ tục pháp lý mua bán - chuyển nhượng miễn phí."
37,"Bán shophouse, liền kề mặt đường Mai Chí Thọ (Đường 60m), KĐT Việt Hưng quận Long Biên, đối diện chung cư CT15 Green Park Việt Hưng, gần Vinhomes Riverside, công viên Việt Hưng.
Diện tích đất: 107m2; 109m2; 123,5m2; 125m2; 223,5m2.
Diện tích xây dựng: 72%.
Thiết kế: 6 tầng, 1 tum, 1 hầm lửng.
Giá bán (đã bao gồm VAT và xây thô):
- Dãy mặt đường Mai Chí Thọ diện tích từ 123,5m2 từ 220tr/m2 đến 250tr/m2.
- Dãy mặt đường nội bộ (đường 9m) diện tích từ 107m2 từ 120tr/m2 đến 170tr/m2.
Tiến độ hiện tại: Ký hợp đồng đóng 50% tổng giá trị lô Shophouse, liền kề.
Quý khách hàng có nhu cầu mua shophouse, liền kề vui lòng liên hệ hotline - 098-363-8558 hoặc 090-717-8558.
Trân trọng cảm ơn, kính chúc sức khỏe!"
38,"Gia đình cần bán 120 m2 đất thổ cư tại thường tín Hà Nội, mảnh đất nằm vị trí đẹp ngay cửa ngõ phía nam của thành phố, chách trung tâm hà nội 18km,  cách đường vành đai 4 và cầu Mễ sở 700m khu vực dân trí cao, khu vực đang phát triển manh từng ngày và giá trị đất sẽ tăng manh sau khi sát nhập vào thanh trì khi lên quận
cách đường ô tô tránh 50m, ngõ trước nhà 3m
Thửa đất nằm trong khu dân cư, vuông vắn không lỗi phong thủy.
Diện tích 120 m x mặt tiền 6,2m ,
Sổ đỏ chính chủ, pháp lý sạch , giá bán 18 triệu/m2
Liên hệ Anh Cường. miễn trung gian"
39,"Bán Nhà-Ngõ Trại Ca-Hai Bà Trưng-Hà Nội.
Nhà nằm vị trí vô cùng hiếm ,ngõ trước nhà thông tứ phía ,căn nhà có 1 không có căn thứ 2.trước nhà có khoảng sân rộng ,chơi thể thao
nhà cách ô tô tránh 50m , khu vực an sinh tốt
sổ đỏ chính chủ 35m2 nhà xây 4 tầng khung cột chắc chắn ,chủ nhà tỷ mỉ nội thất nhập khẩu từ nước ngoài về,khách đến xem nhà chỉ muốn xách vali đến ở ngay
tầng 1:phòng khách +bếp +vệ sinh
tầng 2,3 : mỗi tầng 1 phòng ngủ lớn
tầng 4: phòng ngủ + phòng thờ"
40,"Bán Nhà-Gần Ngã Tư Trần Đại Nghĩa-Hai Bà Trưng -Hà Nội.
Nhà nằm vị trí vô cùng hiếm ,ngõ trước nhà thông tứ phía ,căn nhà có 1 không có căn thứ 2.trước nhà có khoảng sân rộng ,chơi thể thao
nhà cách ô tô tránh 50m , khu vực an sinh tốt
sổ đỏ chính chủ 35m2 nhà xây 4 tầng khung cột chắc chắn ,chủ nhà tỷ mỉ nội thất nhập khẩu từ nước ngoài về,khách đến xem nhà chỉ muốn xách vali đến ở ngay
tầng 1:phòng khách +bếp +vệ sinh
tầng 2,3 : mỗi tầng 1 phòng ngủ lớn
tầng 4: phòng ngủ + phòng thờ"
41,"SIÊU PHẨM CẦU GIẤY - 3 GÁC ĐÁNH VÕNG - Ô TÔ 50M
NHÀ ĐẸP Ở NGAY - VỪA Ở VỪA CHO THUÊ NGON - QUY HOẠCH SÁT PHỐ GIÁ TRỊ TĂNG GẤP BỘI.
Mô tả:
Vị trí: Rất gần phố, tương lai đường Hoàng Đạo Thúy kéo dài sẽ mở sát nhà rất đẹp. Hiện đã có quy hoạch của thành phố 1/500 mở sát nhà. Giá trị tăng gấp bội.
Sổ đẹp, vuông vắn.
Thiết kế:
- Tầng 1: Phòng khách, bếp, VS.
- Tầng 2,3,4: 6 Phòng ngủ + VS.
- Tầng 5: Phòng thờ, sân phơi.
- Sổ đỏ chính chủ, sẵn sàng giao dịch.
Vị trí nằm trung tâm của Cầu Giấy, giao thông vô cùng thuận tiện, khu vực cơ sở hạ tầng phát triển mạnh, giá nhà khu vực tăng chóng mặt. Hiệu xuất cho thuê tốt, cơ hội giữ tiền sinh lời cao."
42,"Đất xã Hạ Bằng ven CNC Láng Hòa Lạc, bán 70m2 ngay TT xã Hạ Bằng, cách CNC Hoà Lạc 200m, giá chỉ 1.2 tỷ.
Vị trí: Xã Hạ Bằng, huyện Thạch Thất, Hà Nội.
- Diện tích: 70m2.
- Mặt tiền 5m, ngay trục chính.
- Ngay sau trường Cấp 1 và THCS.
- 100m ra nhà thi đấu của xã.
- Sẵn sổ đỏ. Pháp lý rõ ràng.
- Chợ, bệnh viện chỉ cách 200m.
- Cách khu CNC Hòa Lạc 200m đi thẳng là tới ngay khu đất. (hồ Tân Xã, trường FPT, trường KHCN,. Chỉ 5 phút lái xe).
- Đường trước mặt rộng 8m theo quy hoạch, hiện trạng đang là 6m.
- Hạ tầng trải nhựa mới 100%.
- Giao thông kết nối các vùng trung tâm, hạ tầng, tiện ích đầy đủ, đồng bộ.
Anh/chị quan tâm hãy liên hệ cho em Kiên.
Liên hệ: Mr Kiên (SĐT/Zalo) 096636536x
Hỗ trợ xe đưa đón 24/24."
43,"Chính chủ bán nhà riêng mặt phố Chiến Thắng có vị trí đẹp nhất khu Văn Quán, Hà Đông, Hà Nội, hai mặt tiền đường trước nhà 17m có vỉa hè rộng kinh doanh tốt. Nhà 6 tầng diện tích 64m2, từ tầng 2 lên là 75m2, mỗi tầng 2 phòng vệ sinh khép kín, sàn gỗ, trang thiết bị hiện đại.
Nhà thiết kế hợp lý, sàn gỗ, có ô chờ thang máy, kết cấu đẹp, nhà đẹp nhất khu văn quán.
Mặt tiền 4m.
Ai có nhu cầu xin liên hệ A Huệ: 0946986666
Giá 19 tỷ."
44,"Do gia đình chuyển vào miền nam sinh sống nên muốn bán mảnh đất ở xã Phú nam an chương Mỹ Hà nội
- Tổng diện tích 505mv
- 255m tc 250m đv
- Đất vuông đẹp mặt tiền rộng đường thông ô tô chạy vùng quanh tiện ích đầy đủ không thiếu gì dân cư thân thiện thích hợp ở đầu tư tiềm năng sinh lời cao.
- Giá cả đang rẻ nhất khu vực gần view sông đáy đang kè nước chảy quanh năm hiền hoà mát mẻ,
Đón đầu dự án huyết mạch giao thông liên huyện chương mỹ thanh oai
Đường đang khởi công, làn đường rộng 12m
Chưa qua đầu tư giá vẫn còn rất mềm
Thời điểm vàng để đầu tư sở hữu ngay lô đất đầy tiềm năng, em vẫn còn 1 vài lô đất đầy tiềm năng này ạ.
Anh chị em quý nhà đầu tư nào mong muốn sở hữu lô đấy đẹp này liên hệ ngay em ạ."
45,"Bán mảnh đất 616m2
Mặt tiền 14m
Nằm ở Phú Diễn, Nam Từ Liêm. Ô tô ra vào thoải mái
Đất cực đẹp, cần thanh khoản gấp. Bán nhanh cho khách thiện chí.
Giá rẻ bất ngờ so với khu vực.
Thích hợp cho khách đầu tư kinh doanh
Thích hợp cho khách xây biệt thự."
46,"+Vị trí nhà đẹp đoạn đẹp nhất phố, trung tâm thanh xuân được gọi là con phố vàng.
+Xung quanh tiện ích bạt ngàn gần trường, chợ, bệnh viện ĐH Y, trung tâm thương mại Atemis, Big C Lê Trọng Tấn
+Nhà 2 mặt tiền, 1 mặt phố, 1 mặt ngõ ô tô kinh doanh cự sầm uất.
+Nhà xây 4 tầng khung cột bê tông chắc chắn, công năng sử dụng đầy đủ.
+Sổ đỏ vuông đẹp  sẵn sàng giao dịch.
+Giá chỉ 12 tỷ - Có gia lộc cho khách hữu duyên.
+Để được dẫn xem nhà các B Liên hệ : Ms Dung - Chuyên môi giớI nhà đất thổ cư - nhà mặt phố Hà Nội hỗ trợ thủ tục pháp lý mua bán - chuyển nhượng miễn phí."
47,"Chú mình cần bán biệt thự sân vườn phố Đặng Thai Mai, Quảng An, Tây Hồ, Hà Nội. diện tích 145 m2 3 tầng 1 tum mặt tiền 5,7 m hậu nở 6m, sổ đỏ chính chủ. Ngõ thông rộng đẹp ô tô 7 chỗ đỗ được sân. Giá: 36 tỷ. Giá trị đất khu vực vẫn còn tăng trưởng đều rất tốt.
Căn nhà phù hợp để ở hoặc xây tòa nhà căn hộ dịch vụ cho thuê thì rất tốt.
Chủ nhà cần bán để chia tài sản cho các con."
48,"Cần bán nhà Nguyễn Đình Chiểu :
-Diện tích 70m x 4 tầng,mặt tiền 3,6m giá 8,3 tỷ
-Nhà bán nằm vị trí đắc địa,ngõ rộng ba gác tránh xe máy, cách mặt phố 30m. Khu vực trung tâm Hai Bà Trưng, ba bước ra công viên, sang đường là đặc sản thịt quay Thể Giao, 5 phút lên hồ Gươm, trường học, siêu thị không thiếu thứ gì
-Nhà bán có 2 mặt thoáng vĩnh viễn, mặt trước là mặt ngõ thoáng sáng, mặt sau là view Công viên Thống Nhất, không khí trong lành . Tầng nào cũng có cửa sổ và ban công nhìn ra công viên
-Thiết kế:
Tầng 1: phòng khách,để xe,bếp, phòng ăn
Tầng 2,3: mỗi tầng 2 phòng ngủ và wc
Tầng 4: phòng thờ và sân phơi
-Sổ đỏ chính chủ,sẵn sàng giao dịch"
49,"-Bán Gấp Biệt Thự Đặng Thai Mai.dt 146m2×4 tầng
E ĐÂY GÁI PHỦ TÂY HỒ, XUNG QUANH VẪN GỌI E LÀ THAI MAI. DÂN TÌNH ĐỒN CẤM CÓ SAI, BIỆT THỰ ĐẲNG CẤP CHẲNG AI SÁNH BẰNG. TÌNH CẢM E RẤT CÔNG BẰNG, YÊU E THÌ CHỚ LẰNG NHẰNG NGHE A.
Mô tả
+ Đặng Thai Mai, Phủ Tây Hồ, Xuân Diệu Quảng An - Tây Hồ biệt thự đẳng cấp. Ô tô phi vào nhà gần phố chính an sinh đẳng cấp.
+ Biệt thự phố Đặng Thai Mai, phố VIP Tây Hồ, khu vực tập trung rất nhiều người nước ngoài sinh sống và làm việc, nơi an sinh lý tưởng của giới thượng lưu siêu giàu, tinh hoa hội tụ. Rất nhiều biệt thự đẹp, đẳng cấp vượt trội, an sinh tuyệt vời.
+ Vị trí đẹp ô tô vào nhà, vài bước chân ra mặt phố Đặng Thai Mai. Mấy phút ra Hồ Tây lộng gió.
+ Diện tích rộng, chủ xây dựng tâm huyết, 4 tầng cực đẹp, đầy đủ công năng. Ở hay cho thuê đều rất tốt.
- Tầng 1: Sân vườn, gara, khách, bếp, vs.
- Tầng 2-3: Mỗi tầng 2 phòng ngủ.
- Tầng 4: Phòng thờ, sân phơi.
Sổ đỏ chính chủ"
50,"- ĐẤT NỀN VEN BIỂN NHƠN HỘI NEWCITY - SỞ HỮU LÂU DÀI
+ Liền kề : 80m2, 5 x 16m2.
+ Shophouse : 126m2, 7 x 18m2 Chương trình :
-Thanh toán 18 tháng -Ngân hàng hỗ trợ 65%.
Chương trình dành cho Khách hàng mua sỉ: 1-4%.
Chương trình KHÁCH HÀNG CỘNG TÁC ĐẦU TƯ : 1% (áp dụng cho KH đã giao dịch dự án Nhơn Hội Thấp Tầng .
Khách hàng khu vực HN-BĐ-TN-HCM: 1%.
Chương trình ưu đãi : LK: ( 100 triệu đồng) ; ODV/BT:  (150 triệu đồng)
Chương trình cộng thêm dành cho KH mua trong giỏ hàng ODV/BT bắt buộc xây dựng TẾT TRIỆU VẬN MAY  NHÂN ĐÔI QUÀ TẶNG : 100 triệu đồng.
Chương trình Khách hàng thân thiết lên đến 2%.
Chiết khấu theo chương trình thanh toán nhanh lên đến 10% ."
51,"Giá đình cần bán gấp nhà 5 tầng 45m2 phố lê đức thọ Nam Từ Liêm Hà Nội. Mặt tiền 4 m ngõ thông kinh doanh ô tô qua nhà.
Nhà 5 tầng tầng 1 kinh doanh và bếp.
Tầng lửng làm phòng khách.
Tầng 3,4 mỗi tầng 2 ngủ.
Tầng 5 phòng thờ sân phơi
Nhà tự xây rất tâm huyết có ô thoáng giữa nhà nên phòng nào cũng thoáng sáng
Sổ đỏ trước sau như, cất két giao dịch trong ngày."
52,"+ VỊ TRÍ: NẾU NHẬN SỐ 2 THÌ KHÔNG CĂN NÀO NHẬN SỐ 1, DUY NHẤT TRONG KHU VỰC, ĐỈNH CAO AN SINH, THÍCH HỢP GIA ĐÌNH Ở, NẾU GIA ĐÌNH BẠN CÓ NHU CẦU MUA ĐỂ Ở KHÔNG NÊN BỎ LỠ CƠ HỘI NÀY.
+ DT: 39M x 5T x GIÁ CHỈ 5.6 TỶ.
+ NHÀ NẰM TRONG KHU VỰC PHÂN LÔ CÁN BỘ, DÂN TRÍ CAO, YÊN TĨNH, NGÕ RỘNG, ĐẸP, THOÁNG, SÁNG.
+ BÊN CẠNH CÓ TRƯỜNG HỌC, BỆNH VIỆN, TTTM, KHU VUI CHƠI GIẢI TRÍ. KẾT NỐI NHANH RA TÔN THẤT TÙNG, CHÙA BỘC, PHẠM NGỌC THẠCH, TÂY SƠN, THÁI HÀ, THÁI THỊNH, NGÃ TƯ SỞ, ĐƯỜNG LÁNG.
+ CHỈ 50M RA MẶT PHỐ, VÀI BƯỚC RA Ô TÔ ĐỖ.
+ CHỦ NHÀ TRÍ THỨC, CẦN BÁN ĐỂ CHUYỂN NHÀ ĐẸP HƠN TRÊN BA ĐÌNH.
+ NHÀ XÂY KHUNG CỘT CỰC KỲ CHẮC CHẮN.
+ XIN MỜI LIÊN HỆ VỚI TÔI ĐỂ CHỐT SỚM CĂN NHÀ CÓ 1 0 2 NÀY. TÔI CHUYÊN NHÀ ĐẤT THỔ CƯ ĐỐNG ĐA, HÀ NỘI."
53,"BÁN NHÀ GẦN NGÃ TƯ HỒNG TIẾN, NGUYỄN VĂN CỪ - NHÀ ĐẸP Ở LUÔN - NGÕ RỘNG GẦN PHỐ, TIỆN ÍCH KHÔNG THIẾU THỨ GÌ.
+ Nhà cách Hồng Tiến 50m, diện tích 64/80, chính chủ xây 3 tầng, mặt tiền 4.5m.
+ Vị trí nhà ngay gần phố Hồng Tiến, Nguyễn Văn Cừ. Khu vực đang rất nhiều khách tìm kiếm. Gần Bệnh viện Tâm Anh. Công viên lớn bồ đề, Trường quốc tế wellspring. Ủy ban phường, trường học các cấp.
+ Giao thôbg thuận lợi qua cầu chương dương là vào trung tâm hà nội. Cách AEON MELL 1KM.
+ Sổ đỏ 64m. mua thêm 16m ngoài sổ. Tổng diện tích sử dụng từ tầng 1 là 80m.
+ Nhà xây 3 tầng rất đẹp và chắc chắn. Đồ gỗ nội thất xịn xò.
+ Thiết kế:
- Tầng 1 phòng khách, bếp và sân rộng.
- Tầng 2: 2 phòng ngủ khép kín.
- Tầng 3: Phòng thờ, sân phơi. Có thể làm thêm phòng ngủ nếu cần."
54,"CHÍNH CHỦ BÁN TÒA CCMN - ÔTÔ ĐỖ CỬA - 9 PHÒNG KHÉP KÍN FULL ĐỒ CAO CẤP. DT65 + 5T + MT4.5 + GIÁ CHÀO 6.5 TỶ.
BÁN TÒA CCMN CAO CẤP TẠI QUẬN THANH XUÂN - ÔTÔ ĐỖ CỬA - 9 PHÒNG KHÉP KÍN FULL ĐỒ CAO CẤP - THU SẤP SỈ 50TR/THÁNG
Diện tích 65m + 5 tầng + mt 4.5m + giá chào 6.5tỷ.
+ Vị trí trung tâm quận Thanh Xuân, cách đường Nguyễn Trãi vài chục mét, cách Ngã tư Sở 2 phút đi xe máy.
+ Xung quanh nhiều trường đại học lớn nhỏ. Khu vực cho thuê luôn hót, ngõ nông, thông, trường học các cấp, siêu thị, bênh viện, tiện ích xung quanh không thiếu gì, đầu tư lợi nhuận cao, dòng tiền ổn định từng tháng.
+ Tòa nhà thiết kế 9 PHÒNG full nội thất cao cấp. Doanh thu hàng tháng sấp sỉ 50tr/tháng. Các phòng ngoài có ban công sáng thoáng, các phòng bên trong có giếng trời siêu rộng.
+ Đường trước nhà rộng rãi. Ô tô đỗ cửa vô tư.
+ Doanh thu hàng tháng sấp sỉ đạt 50tr/tháng khi tự khai thác.
+ Chủ tự thiết kế, xây chuyên nghiệp, nội thất đẹp, thiết kế từng phòng phù hợp cho thuê, công năng sử dụng tối đa, nhà thoáng, mát, phòng nào cũng có ban công, giếng trời.
+ Sổ đỏ vuông đẹp, chủ thiện chí bán, khách thích sẵn sàng giao dịch.
+ Gọi ngay: Em Ngọc để xem nhà trực tiếp, miễn khâu trung gian."
55,"Tôi cần chuyển nhượng mảnh đất tại số 57 ngõ 509 phố Vũ Tông Phan, phường Khương Đình, Thanh Xuân, Hà Nội
Thửa đất có diện tích 120m2 mặt tiền 5,6m nở hậu
Ngõ trước nhà rộng 2,5m thẳng tắp, từ nhà ra đường ô tô tránh nhau 25m, ra bãi gửi xe ô tô 100m
Hiện tại đang là đất trống, xunh quanh đã có nhiều nhà 3-4 tầng
Theo thông tin quy hoạch từ sở quy hoạch nhà nằm ở phân khu đất ở đô thị, đằng sau nhà quy hoạch mở đường rộng 14m (có ảnh quy hoạch anh chị xem trong tin)
Nhà chưa sổ, tuy nhiên giấy tờ đầy đủ, quy hoạch đất ở, nên việc làm sổ là sớm muộn, do tôi có công việc nên cần bán, chứ tại vị trí này ra sổ thì giá phải cỡ 80tr/m2 (giá bán hiện tại chỉ có 27,5tr/m2)
Liên hệ với tôi để biết chi tiết"
56,"+ Bán Đất Phố Văn Tiến Dũng, Phường Phú Diễn, Bắc Từ Liêm. 90m2, 5.3 tỷ
+ Khu vực giao thông thuận tiện, giao với các phố Cầu Diễn, Võ Quý Huân, Phú Minh. Đi 5 phút ra trường ĐHCN Hà Nội, 10 phút ra Học viện Cảnh Sát. Đối diện là Trung tâm VH quận. Với đầy đủ tiện ích như bể bơi, sân vận động Từ Liêm
+ Đất hiện tại 2 mặt ngõ rộng ô tô tải vào, cách trường học các cấp chỉ vài phút đi bộ, ba bước ra bờ hồ. Phù hợp ở sướng hoặc xây toà CCMN 7 tầng thang máy cho thuê như hàng xóm thì hết ý.
+ Chủ nhà có nhu cầu gấp nên giá vào việc rất linh động."
57,"Nhà bán 6 tầng, nằm tại Quang Trung, Trung tâm hà đông  Đường trước nhà 2 ô tô tránh gara oto, Mặt tiền 3m6 kinh doanh tuyệt đỉnh. Nhà mới, dân tự xây thiết bi mới 100%, cực kỳ chắc chắn. tặng lắp  full 4 điều hòa + nóng lạnh + thiết bị đầy đủ cao cấp, tâng 6 khu view vườn trên không thoáng đãng giải trí bbq
+ Trước nhà sân chung rộng đá bóng, quần vợt.
+ Nhà mặt phố, kinh doanh gì cũng được. Tầng 1 là 35m2, tầng 2 - 6 là 40m2. Trước nhà là sân chơi nên thoáng vô cùng.
+ Nhà thông sang phố Lê Trọng Tấn, Aeon, Công viên thiên văn học, me linh plaza. Giao thông thuận lợi. Tổng 3 ngủ. Tầng 1 là kinh doanh cực kỳ đông khách.
+ Pháp lý đầy đủ ,Sổ đỏ chính chủ
+ Gía 4t9 tỷ có gia lộc."
58,"BÁN 80M2 Ô TÔ 7 CHỖ VÀO TẬN ĐẤT THẠCH BÀN LONG BIÊN GIÁ BÁN 5.5 TỶ
Bán 80 m2 ô tô 7 chỗ vào tận đất Thạch Bàn Long Biên 5.5 tỷ.
Vị trí rất đẹp ngõ thông, hạ tầng đồng bộ hưởng chọn tiện ích công viên vườn hoa cây xanh, gần chợ, gần trường trường học, khu vực dân cư đông đúc.
Lô đất rất đẹp thiết kế một ngôi nhà 6 tầng full công năng có Gara ô tô và thang máy mà đặt vào đây thì quá tuyệt vời.
( Miễn tiếp trung gian và môi giới )."
59,"NHÀ ĐẸP NGUYỄN VĂN CỪ  LONG BIÊN 5 TẦNG DT 38 M2 GIÁ BÁN 3.55 TỶ.
Bán nhà đẹp Nguyễn Văn Cừ  Long Biên 5 tầng dt 38 m2 giá bán 3.55 tỷ.
Vị trí đẹp gần phố giao thông thuận lợi., gần trường cấp I, II Ngọc Lâm và trường cấp III Nguyễn Gia Thiều, hạ tầng đồng bộ hưởng chọn tiện ích của Long Biên.
Nhà đẹp full tiện ích 5 tầng bao gồm: Phòng khách, Bếp + Phòng ăn, Khu để xe, 3 phòng ngủ rộng , Phòng thờ, Phòng giặt + Sân Phơi.
( Miễn tiếp trung gian và môi giới )."
60,"BÁN MẢNH ĐẤT ĐẸP Ô TÔ ĐỖ CỔNG THẠCH BÀN LONG BIÊN DT 47 M2 GIÁ BÁN 3.25 TỶ.
Bán đất mảnh đất đẹp ô tô đỗ cổng Thạch Bàn Long Biên dt 47 m2 giá bán 3.25 tỷ.
Vị trí rất đẹp ngõ ô tô, hạ tầng đồng bộ hưởng chọn tiện ích của Thạch Bàn, gần chợ, trường học. Khu Thạch Bàn đang phát triển từng ngày thích hợp đầu tư mua đất giữ tiền hoạc xây nhà để ở.
( Miễn tiếp trung gian và môi giới )."
61,"48 M2 ĐẤT PHÂN LÔ KHU QUÂN ĐỘI Ô TÔ VÀO TẬN ĐẤT NGỌC THỤY LONG BIÊN MT 3.3M GIÁ BÁN 3.85 TỶ.
Bán 48 m2  đất phân lô khu quân đội ô tô vào tận đất Ngọc Thụy Long Biên mt 3.3m giá bán 3.85 tỷ.
Vị trí rất đẹp ngõ rộng ô tô ra vào thoải mái, hạ tầng đồng bộ, khu dân trí cao chủ yếu là cán bộ bộ đội về hưu, gần trường cấp I, II Ngọc Thụy, ba bước chân là ra khu đô thị Khai Sơn với bàn ngàn tiện ích.
Mảnh đất rất đẹp thiết kế một ngôi nhà 5 tầng mà đặt vào đây thì quá tuyệt vời để nghỉ ngơi và sinh sống.
( Miễn tiếp trung gian và môi giới )."
